Course Name,Grading,Department,Teaching Strategies,Syllabus Progress,Course Description
企業經營與會計實務,"出席 Participation	60
小組報告 Group Projects	25
其他 others:專家心得報告	10
其他 others:上課表現	5",會計系Accountancy,"講授 Lecture	80
報告 Presentation	10
參訪 Visiting	10","1	ESG趨勢與企業永續經營
2	金融產業--我們與「無現金社會」的距離
3	停課(Pwc家庭日)
4	停課(中秋節)
5	新創產業--獨角獸與他們的產地
6	台灣新產業-電動車的發展趨勢與機會
7	遊戲產業--從紅白機到VR，從掌控遊戲到身歷其境
8	加密貨幣產業--區塊鏈運用技術發展下，加密貨幣的未來？
9	電子商務產業--跟上電子商務腳步，否則無商可務!!
10	小汽車產業--移動革命，自動駕駛科技進化
11	餐飲產業--「老外」的困擾？餐餐老是在外，如何兼顧健康與美味？
12	線上行銷產業--運用AI精準行銷
13	再生能源產業--綠能及再生產業介紹暨營運及獲利模式
14	企業參訪(東陽實業)
15	期末專題報告
16	期末專題報告
17	事務所參訪
18	停課(期末考)","       ●九大產業介紹：汽車產業、3C產品、生技醫療產業、食品/餐飲產業、半導體產業、文創產業、通路產業、電子商務產業、金融產業
●九大產業之特殊風險暨會計審計議題
●三大產業個案討論：3C產品、文創產業、電子商務產業
●產業專家專題演講：通路產業
●企業參訪
●資誠(PWC)事務所參訪
●九大產業介紹：汽車產業、3C產品、生技醫療產業、食品/餐飲產業、半導體產業、文創產業、通路產業、電子商務產業、金融產業
●九大產業之特殊風險暨會計審計議題
●三大產業個案討論：3C產品、文創產業、電子商務產業
●產業專家專題演講：通路產業
●企業參訪
●事務所參訪"
會計師業務實戰研討,"期中考 Midterm Exam	30
期末考 Term exam	30
出席 Participation	20
其他 others:課堂問卷填寫	20",會計系Accountancy,"講授 Lecture	80
討論 Discussion	20","1	Deloitte校園專題演講 & 課程簡介與課務說明
2	職涯探索【上課地點在勤業眾信台南所】
3	審計創新與科技應用
4	企業併購之神鬼交鋒
5	元宇宙浪潮下的智財風險與機會
6	(國慶日停課)
7	打擊金融犯罪（洗錢防制）
8	節稅面面觀
9	綜合討論
10	期中考
11	ESG_永續101
12	企業上市的推手：券商分享
13	台灣創新生態系的挑戰與趨勢
14	風險大富翁：機會？命運？內控【上課地點在勤業眾信台南所】
15	存貨放大鏡：眼見不為憑【上課地點在勤業眾信台南所】
16	綜合討論
17	期末考
18	(開國紀念日停課)",       本課程由Deloitte (勤業眾信聯合會計師事務所)具有豐富實務經驗之執業會計師主講，藉由學生從前所學之會計與實務上碰到的問題做探討。藉由學生從前所學之會計與實務上碰到的問題做探討
會計師業務實務研討及專業趨勢發展,"出席 Participation	50
小組報告 Group Projects	50",會計系Accountancy,"講授 Lecture	60
討論 Discussion	30
報告 Presentation	10","1	課程簡介&實務經驗分享(江家齊 會計師)
2	國內舞弊案之舞弊手法綜合介紹(陳國宗 會計師)
3	鑑識會計實務探討(林珮君 協理)
4	以風險為導向之企業審計服務(許振隆 會計師)
5	股權及投資架構的模式與稅負命運(林宜蕙 副總)
6	國慶日放假
7	財會主管如何管理國際租稅風險(丁傳倫 會計師)
8	企業發展及永續經營(陳傑曦 執行副總)
9	成本最適化與智能自動化 (陳其愷 執行副總)
10	高科技電子產業發展常見營運模式與審計實務之探討(陳永祥 會計師)
11	大數據分析與AI浪潮下會計從業人員的挑戰(吳趙仁 會計師)
12	大數據、人工智慧的風險管理實務(謝昀澤 顧問部營運長)
13	介紹審計工具及期末證實測試(高鈺倫 協理)
14	海外轉調經驗分享(余聖河 會計師)
15	專題討論與報告(一)(蘇彥達 會計師)
16	專題討論與報告(二)(蘇彥達 會計師)
17	會計人的明日計畫與意見交流(蘇彥達 會計師)
18	期末考週(停課)",       本課程係由KPMG (安侯建業聯合會計師事務所)具有豐富實務經驗之執業會計師主講，將介紹全球化變動趨勢、國際與台灣租稅環境及規劃、企業發展與永續經營等實務研討，以及大數據、RPA新興科技與不同產業之經營模式及風險之重要會計審計議題等，主要以講授實務經驗為主並輔以專題探討及經驗分享交流，期學生對會計專業趨勢及相關實務議題有更進一步之了解。本課程係由KPMG (安侯建業聯合會計師事務所)具有豐富實務經驗之執業會計師主講，將介紹全球化變動趨勢、國際與台灣租稅環境及規劃、企業發展與永續經營等實務研討，以及大數據、RPA新興科技與不同產業之經營模式及風險之重要會計審計議題等，主要以講授實務經驗為主並輔以專題探討及經驗分享交流，期學生對會計專業趨勢及相關實務議題有更進一步之了解。
實用民商法律入門,"期中考 Midterm Exam	40
期末考 Term exam	40
出席 Participation	20",企管系Business Administration,"講授 Lecture	80
討論 Discussion	20","1	民事財產法 (一) 總則 (i)
2	民事財產法 (二) 總則 (ii)
3	民事財產法 (三) 總則 (iii)
4	民事財產法 (四) 總則 (iv)
5	民事財產法 (五) 總則 (v)
6	民事財產法 (六) 債法概要 (i)
7	民事財產法 (七) 債法概要 (ii)
8	民事財產法 (八) 債法概要 (iii)
9	民事財產法 (九) 債法概要 (iv)
10	民事財產法 (十) 債法概要 (v)
11	民事財產法 (十一) 物權法概要 (i)
12	民事財產法 (十二) 物權法概要 (ii)
13	民事財產法 (十三) 物權法概要 (iii)
14	商事法概要 (一) 公司法
15	商事法概要 (二) 票據與保險法
16	智慧財產權法概要 (一)
17	智慧財產權法概要 (二)
18	商業刑事犯罪","       本課程以民事財產實體法為主體，包含民事法總論及各種民事契約類型的簡介，並就與從事商業活動及企業經營特別相關之民、刑、商事法律，包括公司法、票據法、刑法(主要為與商業有關之侵占背信等刑事行為)、商標法、智慧財產權法、營業秘密法等法律擇要加以介紹。This is an introductive course of civil substantive laws, especially the general principles and contracts, but also spans a range of public and private law, including Criminal Act, Commercial Laws, Trademark and IP Law where necessary. The focus of the course will be on the stipulations that are of special importance to commercial activities and business operation."
初級會計學（二）,"期中考 Midterm Exam	30
期末考 Term exam	40
出席 Participation	10
平時測驗 Quizzes	20",會計系Accountancy,講授 Lecture	100,"1	Course Introduction, Appendix G Subsidiary Ledgers and Special Journals, and Ch.9 Plant Assets, Natural Resources and Intangible Assets
2	holiday
3	Ch.9 Plant Assets, Natural Resources and Intangible Assets
4	Ch.10 Liabilities, Appendix E Time Value of Money, and Appendix I Payroll Acounting
5	Ch.10 Liabilities and Appendix H Other Significant Liabilities
6	Ch.11 Corporations: Organization, Share Transactions, Dividends, and Retained Earnings.
7	Holiday
8	Ch.11 Corporations: Organization, Share Transactions, Dividends, and Retained Earnings. Appendix F Accounting for Partnership
9	Mid-Term Exam (Ch. 9~11 and Partnership)
10	Ch.12 Investments
11	Ch.12 Investments（5月5日最後退選日）
12	Ch.13 Statement of Cash Flow
13	Ch.13 Statement of Cash Flow
14	Ch.14 Financial Statement Analysis
15	holiday
16	Ch.14 Financial Statement Analysis
17	會計人生涯規劃專題演講
18	Final Exam (Ch 12~14)","       介紹基本的會計學知識,作為學習中級會計學之基礎介紹基本的會計學知識,作為學習中級會計學之基礎"
經濟學（二）,"期中考 Midterm Exam	30
期中考 Midterm Exam	30
期末考 Term exam	40",會計系Accountancy,講授 Lecture	100,"1	Course Introduction
2	Measuring GDP and Economic Growth
3	Monitoring Jobs and Inflation
4	Economic Growth
5	Midterm Exam 1
6	Finance, Saving and Investment
7	Money, the Price Level and Inflation
8	No Class
9	The Exchange Rate and the Balance of Payments
10	Aggregate Supply and Aggregate Demand
11	Expenditure Multipliers
12	Midterm Exam 2
13	Inflation, Jobs, and the Business Cycle
14	Fiscal Policy
15	Monetary Policy
16	TBA
17	Final Exam
18	Final Exam Review",       介紹各經濟理論及流派，並讓學生能結合理論與圖表，進而能與實務結合。介紹各經濟理論及流派，並讓學生能結合理論與圖表，進而能與實務結合。
微積分（二）,"期中考 Midterm Exam	35
期末考 Term exam	35
其他 others:助教習題課說明	30",會計系Accountancy,"講授 Lecture	80
討論 Discussion	20","1	parametric equations and polar coordinates
2	infinite sequences and series
3	infinite sequences and series
4	infinite sequences and series
5	infinite sequences and series
6	infinite sequences and series
7	vectors and the geometry of space
8	vector functions
9	Midterm Exam
10	partial derivatives
11	partial derivatives
12	partial derivatives
13	partial derivatives
14	partial derivatives
15	multiple integrals
16	multiple integrals
17	multiple integrals
18	Final Exam",       使學生了解微分、積分之運用及解法，並能靈活運用。使學生了解微分、積分之運用及解法，並能靈活運用。
服務學習（二）,"出席 Participation	100
出席 Participation	100",會計系Accountancy,其他:由老師安排勞動服務課程 others	100,"1	掃地
2	掃地
3	掃地
4	掃地
5	掃地
6	掃地
7	掃地
8	掃地
9	掃地
10	掃地
11	掃地
12	掃地
13	掃地
14	掃地
15	掃地
16	掃地
17	掃地
18	掃地",       系館清潔系館清潔
成本會計（二）,"出席 Participation	5
期中考 Midterm Exam	50
期末考 Term exam	25
小組報告 Group Projects	20",會計系Accountancy,"講授 Lecture	80
討論 Discussion	5
報告 Presentation	15","1	Introduction & ch 6 Master Budget and Responsibility Accounting
2	ch 7 Flexible Budgets, Direct-cost Variances and Management Control
3	ch 8 Flexible Budgets, overhead cost Variances and Management Control
4	ch 15 Cost Allocation, Customer-Profitability Analysis, and Sales Variance Analysis
5	Midterm 1
6	Ch22 Capital Budgeting and Cost Analysis
7	ch17 Cost Allocation: Joint Products and Byproducts
8	校際活動日停課
9	ch 21 Inventory Management, JIT, and Simplified Costing Methods
10	ch 14 Pricing Decision and Cost Management
11	Midterm 2
12	ch 13 Strategy, Balance Scorecard, and Strategic Profitability Analysis
13	ch 20 Balance Scorecard: Quality and Time
14	ch 23 Management Control Systems, Transfer Pricing and Multinational Considerations
15	ch 24 Performance Measurement, Compensation, and Multinational Considerations
16	Final Exam
17	Group Presentation
18	Group Presentation","       介紹成本累計,成本抑減, 成本規劃與控制, 成本管理決策等會計制度介紹成本累計,成本抑減, 成本規劃與控制, 成本管理決策等會計制度"
中級會計學（二）,"期中考 Midterm Exam	25
期末考 Term exam	25
出席 Participation	10
平時測驗 Quizzes	30
其他 others:課堂表現	10",會計系Accountancy,講授 Lecture	100,"1	課程介紹、Ch 10 Acquisition and Disposition of Property, Plant, and Equipment (IAS 16)
2	Ch 10 Acquisition and Disposition of Property, Plant, and Equipment (IAS 16)
3	Ch 10 Acquisition and Disposition of Property, Plant, and Equipment (IAS 16)
4	Ch 11  Depreciation, Impairments, and Depletion (IAS 36, IFRS 5, IFRS 6)
5	Ch 11  Depreciation, Impairments, and Depletion (IAS 36, IFRS 5, IFRS 6)
6	Ch 11  Depreciation, Impairments, and Depletion (IAS 36, IFRS 5, IFRS 6)
7	Ch 12  Intangible Assets (IAS 38, IAS 40, IAS 41)
8	民族掃墓節放假 Ch 12  Intangible Assets (IAS 38, IAS 40, IAS 41)
9	Ch 12  Intangible Assets (IAS 38, IAS 40, IAS 41) [期中考]
10	Ch 13  Current Liabilities, Provisions, and Contingencies (IAS 37)
11	Ch 13  Current Liabilities, Provisions, and Contingencies (IAS 37)
12	Ch 14  Non-Current Liabilities (IFRS 9)
13	Ch 14  Non-Current Liabilities (IFRS 9)
14	Ch 15  Equity
15	Ch 15  Equity
16	Ch 16  Dilutive Securities and Earnings per Share
17	Ch 16  Dilutive Securities and Earnings per Share (IFRS 2, IAS 33)
18	Ch 16  Dilutive Securities and Earnings per Share (IFRS 2, IAS 33)[期末考]",       深入介紹會計準則與處理方法深入介紹會計準則與處理方法
